Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student459,Roll459,6.225213102727349,"Linked List, Dynamic Programming","Data Structures, Algorithms, Statistics, Mathematics, Logic, Discrete Mathematics, Differential Equations","Python, PHP, JavaScript, TypeScript, Java",1,1,8,31
Student460,Roll460,6.475271665072288,"Backtracking, Searching Algorithms, Sorting Algorithms, Linked List, String Algorithms, Divide and Conquer, Tree Algorithms, Array, Dynamic Programming, Recursion, Hashing, Graph Algorithms","Probability, Graph Theory, Set Theory, Calculus, Discrete Mathematics, Number Theory, Data Structures, Complexity Analysis, Mathematics, Statistics, Logic, Numerical Analysis, Algorithms, Differential Equations","Java, Swift, Python",0,3,6,83
Student461,Roll461,6.470104987108419,"Greedy Algorithms, Divide and Conquer, Dynamic Programming, Searching Algorithms, Tree Algorithms, Array, Stacks and Queues, Graph Algorithms, Backtracking, Sorting Algorithms, Hashing","Logic, Mathematics, Discrete Mathematics, Differential Equations, Algorithms","Ruby, Java, Kotlin",1,1,7,43
Student462,Roll462,8.596841208464255,"Tree Algorithms, Stacks and Queues, Array, Bit Manipulation, Greedy Algorithms, Graph Algorithms, Recursion, Linked List, Backtracking, Searching Algorithms, Hashing, Divide and Conquer, Dynamic Programming, String Algorithms","Algorithms, Logic, Data Structures, Complexity Analysis, Mathematics, Probability, Statistics, Differential Equations, Numerical Analysis, Graph Theory, Set Theory, Discrete Mathematics, Calculus","C++, Ruby, JavaScript, Swift, PHP",0,0,5,64
Student463,Roll463,8.984179517061694,"Array, Linked List, Graph Algorithms, Backtracking, Tree Algorithms, Bit Manipulation, Greedy Algorithms, Stacks and Queues, Hashing, Sorting Algorithms, Searching Algorithms, Divide and Conquer","Calculus, Algorithms, Differential Equations, Discrete Mathematics, Complexity Analysis, Mathematics, Probability, Numerical Analysis, Data Structures, Linear Algebra, Graph Theory, Logic","Java, Ruby, JavaScript, Python, TypeScript",1,2,8,100
Student464,Roll464,8.333475060388638,"Stacks and Queues, Hashing, Graph Algorithms, Linked List, Divide and Conquer, Bit Manipulation, Sorting Algorithms, Dynamic Programming, Tree Algorithms, Backtracking, Recursion, String Algorithms, Array, Searching Algorithms, Greedy Algorithms",Calculus,"Java, Swift",0,4,7,86
Student465,Roll465,9.848690193898168,"Sorting Algorithms, Searching Algorithms","Algorithms, Complexity Analysis, Probability, Set Theory","C#, Kotlin, JavaScript, C++",1,1,3,98
Student466,Roll466,7.499482318094817,"Greedy Algorithms, Linked List, Tree Algorithms, Array, Searching Algorithms, Bit Manipulation, String Algorithms","Algorithms, Calculus, Number Theory, Differential Equations","Go, C#, Rust, TypeScript",0,2,4,43
Student467,Roll467,7.142848345127443,"Searching Algorithms, Greedy Algorithms, Bit Manipulation","Mathematics, Differential Equations, Graph Theory, Number Theory, Set Theory, Linear Algebra, Complexity Analysis, Discrete Mathematics, Probability, Statistics, Algorithms, Data Structures, Calculus, Logic",JavaScript,1,3,1,100
Student468,Roll468,9.474396512757842,Array,"Algorithms, Differential Equations, Numerical Analysis, Probability, Logic","Python, PHP, Java, TypeScript, Rust",1,4,0,45
Student469,Roll469,6.89438335407781,"String Algorithms, Array, Sorting Algorithms, Bit Manipulation, Backtracking, Stacks and Queues, Dynamic Programming, Divide and Conquer, Linked List","Logic, Linear Algebra, Complexity Analysis, Set Theory, Discrete Mathematics, Probability, Number Theory, Calculus, Data Structures","C++, Go, Java",1,3,5,100
Student470,Roll470,9.852890157762445,"Hashing, Bit Manipulation, Stacks and Queues, Divide and Conquer","Probability, Numerical Analysis","JavaScript, Ruby, C++",1,0,2,91
Student471,Roll471,6.048617898759265,"Sorting Algorithms, Recursion, Stacks and Queues, Divide and Conquer, Array, Searching Algorithms, Dynamic Programming, Tree Algorithms, Greedy Algorithms, Backtracking","Probability, Calculus, Discrete Mathematics, Number Theory","JavaScript, C#",1,3,3,52
Student472,Roll472,9.879515306830555,"String Algorithms, Sorting Algorithms, Bit Manipulation, Dynamic Programming, Linked List, Graph Algorithms, Tree Algorithms, Divide and Conquer, Hashing, Recursion, Searching Algorithms, Array","Number Theory, Numerical Analysis, Graph Theory, Mathematics, Discrete Mathematics, Complexity Analysis, Differential Equations, Statistics, Linear Algebra, Set Theory, Calculus, Data Structures","Java, C++",0,2,0,100
Student473,Roll473,6.1726396478023045,"Searching Algorithms, Bit Manipulation, Array, Hashing, Stacks and Queues, Divide and Conquer, Graph Algorithms, Sorting Algorithms, Dynamic Programming, Linked List, Backtracking","Statistics, Set Theory, Discrete Mathematics, Mathematics, Linear Algebra, Number Theory, Data Structures, Calculus, Logic, Algorithms, Complexity Analysis, Numerical Analysis","Java, Go, Swift",1,4,5,100
Student474,Roll474,9.564572454792284,"Recursion, Hashing, Greedy Algorithms, Linked List, Graph Algorithms, Tree Algorithms","Data Structures, Number Theory, Probability, Set Theory, Numerical Analysis, Graph Theory, Linear Algebra, Mathematics","Ruby, Kotlin, C++",1,3,7,61
Student475,Roll475,8.1108044363452,"Bit Manipulation, Graph Algorithms, Linked List, Greedy Algorithms, Tree Algorithms, Array, Backtracking, String Algorithms, Searching Algorithms, Dynamic Programming, Stacks and Queues","Complexity Analysis, Set Theory, Algorithms, Differential Equations, Data Structures, Linear Algebra, Probability, Mathematics, Discrete Mathematics, Graph Theory, Numerical Analysis, Statistics, Logic, Calculus","Ruby, Swift, C++, Go, Java",1,3,9,77
Student476,Roll476,9.971859184477202,"Dynamic Programming, Divide and Conquer, Backtracking, Greedy Algorithms","Numerical Analysis, Number Theory, Statistics, Set Theory, Linear Algebra, Logic, Differential Equations, Discrete Mathematics, Data Structures, Complexity Analysis, Graph Theory, Algorithms, Calculus",C++,0,0,3,79
Student477,Roll477,6.2951862589415954,"Searching Algorithms, Greedy Algorithms, Divide and Conquer, Tree Algorithms, Recursion, Dynamic Programming, Stacks and Queues, Graph Algorithms, Backtracking, Hashing","Mathematics, Logic, Complexity Analysis, Numerical Analysis, Graph Theory, Set Theory, Statistics, Data Structures, Probability, Number Theory, Differential Equations, Linear Algebra, Calculus, Discrete Mathematics",Ruby,1,2,9,95
Student478,Roll478,8.215417137605282,"Backtracking, Searching Algorithms, Linked List, Array, Sorting Algorithms, Hashing, Graph Algorithms, Stacks and Queues, Greedy Algorithms, Dynamic Programming, Recursion","Number Theory, Set Theory, Statistics, Linear Algebra","Ruby, C#, TypeScript, C++",1,3,7,100
Student479,Roll479,9.877210142476397,"Greedy Algorithms, Bit Manipulation, Dynamic Programming, Array, Graph Algorithms, Searching Algorithms, Divide and Conquer","Differential Equations, Statistics","PHP, JavaScript, Rust, Swift",0,2,9,60
Student480,Roll480,8.092391376680595,"Tree Algorithms, Stacks and Queues, Searching Algorithms, Divide and Conquer, Sorting Algorithms, Hashing, Array, Linked List, Bit Manipulation, Greedy Algorithms, Recursion, Dynamic Programming, String Algorithms","Mathematics, Complexity Analysis, Differential Equations, Set Theory, Graph Theory, Probability, Calculus, Statistics, Linear Algebra, Algorithms, Discrete Mathematics","C#, Python, Swift, C++, Kotlin",0,1,2,100
Student481,Roll481,8.51759455254105,"Backtracking, Tree Algorithms, Searching Algorithms, Recursion, Bit Manipulation","Mathematics, Statistics, Algorithms, Complexity Analysis, Probability, Logic, Numerical Analysis, Discrete Mathematics, Number Theory, Graph Theory, Linear Algebra, Calculus","C#, Kotlin, PHP, Swift, Rust",1,0,6,54
Student482,Roll482,8.782994755938468,"Searching Algorithms, Bit Manipulation, Greedy Algorithms, Divide and Conquer, Recursion, String Algorithms, Backtracking, Array, Tree Algorithms, Linked List, Sorting Algorithms","Set Theory, Number Theory","Rust, Ruby, Go, Kotlin",1,0,2,94
Student483,Roll483,7.818164259071093,"Stacks and Queues, Searching Algorithms, Linked List, String Algorithms, Divide and Conquer, Graph Algorithms, Backtracking, Greedy Algorithms, Recursion, Array","Calculus, Algorithms, Discrete Mathematics, Mathematics, Set Theory, Linear Algebra, Data Structures","Java, Go, C#",0,0,5,100
Student484,Roll484,8.510232320336254,"Sorting Algorithms, Linked List, Searching Algorithms, Dynamic Programming, Array, Graph Algorithms, String Algorithms, Bit Manipulation, Divide and Conquer, Greedy Algorithms, Recursion, Hashing, Backtracking","Numerical Analysis, Discrete Mathematics, Logic, Statistics, Complexity Analysis, Number Theory, Mathematics, Probability, Differential Equations, Linear Algebra","TypeScript, C#, Kotlin, Go, Python",1,2,3,86
Student485,Roll485,8.337257247692401,"Bit Manipulation, Array, Dynamic Programming, Backtracking","Number Theory, Data Structures, Numerical Analysis, Linear Algebra, Algorithms, Probability, Statistics, Discrete Mathematics, Graph Theory, Complexity Analysis, Logic, Mathematics, Differential Equations, Set Theory, Calculus",Python,1,3,5,79
Student486,Roll486,9.604632041963956,"Dynamic Programming, Backtracking, Stacks and Queues, Sorting Algorithms, Graph Algorithms, Divide and Conquer","Algorithms, Probability, Numerical Analysis, Differential Equations, Discrete Mathematics, Data Structures, Logic, Mathematics, Number Theory, Graph Theory, Linear Algebra, Set Theory, Calculus",Swift,1,3,6,82
Student487,Roll487,6.181785521365832,"Graph Algorithms, Stacks and Queues, Array, Bit Manipulation, Tree Algorithms, String Algorithms, Divide and Conquer, Recursion","Mathematics, Differential Equations, Graph Theory, Discrete Mathematics","Swift, Rust, C#, Go, Kotlin",0,2,7,84
Student488,Roll488,7.123852758368921,"Backtracking, Sorting Algorithms, Linked List, Dynamic Programming, Graph Algorithms, Divide and Conquer, Stacks and Queues","Algorithms, Data Structures, Statistics, Differential Equations, Numerical Analysis, Mathematics, Number Theory, Calculus, Discrete Mathematics, Linear Algebra, Complexity Analysis, Logic, Probability, Graph Theory, Set Theory","Java, Rust, PHP",1,2,5,100
Student489,Roll489,9.801645936306235,"Searching Algorithms, Hashing, Divide and Conquer, Recursion, Dynamic Programming, Stacks and Queues, Backtracking, Sorting Algorithms, Tree Algorithms, String Algorithms, Greedy Algorithms, Bit Manipulation, Linked List","Calculus, Algorithms, Statistics, Data Structures","TypeScript, Go",1,1,3,82
Student490,Roll490,9.561055135563665,"Hashing, Graph Algorithms, Bit Manipulation, Stacks and Queues, Backtracking, Dynamic Programming, Greedy Algorithms, Divide and Conquer, String Algorithms, Array, Linked List, Tree Algorithms, Recursion, Searching Algorithms","Discrete Mathematics, Linear Algebra, Probability, Algorithms, Logic, Numerical Analysis","PHP, Swift, TypeScript, Python",0,4,8,100
Student491,Roll491,7.822627011142852,"Array, Greedy Algorithms, Graph Algorithms, Divide and Conquer, Bit Manipulation, Dynamic Programming","Graph Theory, Discrete Mathematics, Numerical Analysis, Logic, Differential Equations, Complexity Analysis, Mathematics, Probability, Set Theory, Statistics, Linear Algebra, Algorithms, Number Theory","Rust, Java, TypeScript, C#, Swift",0,4,6,81
Student492,Roll492,8.480530391206146,"Searching Algorithms, String Algorithms, Greedy Algorithms, Sorting Algorithms","Number Theory, Data Structures, Graph Theory, Logic, Calculus, Probability, Complexity Analysis, Algorithms, Differential Equations, Mathematics, Statistics, Discrete Mathematics, Numerical Analysis, Linear Algebra, Set Theory","Java, PHP, Swift",0,0,8,100
Student493,Roll493,7.10952473192453,"Divide and Conquer, Sorting Algorithms, Tree Algorithms, Linked List, Searching Algorithms, String Algorithms, Dynamic Programming, Recursion","Probability, Statistics, Differential Equations, Mathematics, Numerical Analysis, Logic, Number Theory, Calculus",Swift,1,3,2,83
Student494,Roll494,6.752484638895045,"Hashing, Greedy Algorithms, Stacks and Queues, Bit Manipulation, String Algorithms, Tree Algorithms, Recursion, Dynamic Programming, Graph Algorithms, Backtracking, Array, Linked List, Sorting Algorithms, Searching Algorithms, Divide and Conquer","Discrete Mathematics, Algorithms, Mathematics, Calculus, Complexity Analysis, Numerical Analysis, Logic, Linear Algebra, Set Theory, Graph Theory, Number Theory","Ruby, TypeScript, Kotlin",1,0,4,100
Student495,Roll495,7.854793619759929,"Tree Algorithms, Linked List","Mathematics, Algorithms, Probability, Discrete Mathematics, Statistics, Graph Theory, Logic, Data Structures, Linear Algebra, Set Theory, Number Theory, Calculus, Differential Equations, Complexity Analysis, Numerical Analysis","Swift, Ruby",0,3,0,100
Student496,Roll496,7.413408912104211,Hashing,"Number Theory, Linear Algebra, Discrete Mathematics, Graph Theory, Differential Equations, Logic, Set Theory, Complexity Analysis, Statistics, Mathematics, Data Structures, Calculus, Numerical Analysis","Swift, Go, Python, JavaScript, Rust",1,3,7,60
Student497,Roll497,8.334624447403488,"Sorting Algorithms, Bit Manipulation, Recursion, Greedy Algorithms, Divide and Conquer, Linked List, Tree Algorithms, Array, Graph Algorithms, Backtracking, Stacks and Queues, String Algorithms, Searching Algorithms, Dynamic Programming","Logic, Discrete Mathematics, Number Theory, Differential Equations, Algorithms, Mathematics, Calculus, Probability","Python, C++, JavaScript",0,1,0,59
Student498,Roll498,6.310938547859939,"Linked List, Bit Manipulation, Graph Algorithms, String Algorithms","Graph Theory, Mathematics, Complexity Analysis, Probability, Numerical Analysis, Logic, Number Theory","Kotlin, TypeScript, Swift",1,2,0,28
Student499,Roll499,9.897579230664666,"Greedy Algorithms, Divide and Conquer, Dynamic Programming, Sorting Algorithms, Bit Manipulation, Linked List, Recursion","Number Theory, Data Structures, Calculus, Algorithms, Probability, Complexity Analysis","Python, Rust",1,2,6,100
Student500,Roll500,9.944842977918412,"Searching Algorithms, Greedy Algorithms, Hashing, Tree Algorithms, Bit Manipulation, Divide and Conquer, Linked List, Sorting Algorithms, Dynamic Programming, Recursion, Stacks and Queues","Set Theory, Discrete Mathematics, Complexity Analysis, Number Theory, Linear Algebra, Data Structures, Calculus, Algorithms",PHP,1,2,7,100
Student501,Roll501,8.792646856078981,"Hashing, Backtracking, Dynamic Programming, Searching Algorithms","Differential Equations, Number Theory, Set Theory, Mathematics, Complexity Analysis, Numerical Analysis, Statistics, Algorithms, Probability, Graph Theory","TypeScript, C++",1,4,2,36
Student502,Roll502,8.144385465376482,"Graph Algorithms, String Algorithms, Linked List, Backtracking, Greedy Algorithms, Tree Algorithms, Stacks and Queues, Hashing, Divide and Conquer, Sorting Algorithms","Differential Equations, Complexity Analysis, Statistics, Graph Theory, Set Theory, Linear Algebra, Calculus, Probability, Number Theory, Discrete Mathematics, Algorithms, Numerical Analysis, Mathematics, Logic","Java, Ruby, C#, TypeScript, Go",1,2,1,100
Student503,Roll503,7.238110465145311,"Recursion, String Algorithms, Stacks and Queues, Tree Algorithms, Divide and Conquer, Graph Algorithms, Bit Manipulation, Array, Searching Algorithms, Linked List, Sorting Algorithms, Dynamic Programming, Backtracking, Greedy Algorithms, Hashing","Logic, Calculus, Linear Algebra, Graph Theory, Discrete Mathematics, Complexity Analysis, Statistics, Algorithms, Differential Equations, Mathematics, Probability, Data Structures, Set Theory, Number Theory",Ruby,1,4,6,100
Student504,Roll504,9.255180078827795,"String Algorithms, Greedy Algorithms, Bit Manipulation, Graph Algorithms, Linked List, Tree Algorithms, Divide and Conquer, Array, Searching Algorithms, Dynamic Programming","Algorithms, Mathematics, Complexity Analysis, Differential Equations, Probability, Graph Theory, Number Theory, Logic, Linear Algebra, Data Structures, Calculus, Discrete Mathematics",TypeScript,0,0,9,77
Student505,Roll505,8.738924690215518,"Graph Algorithms, Divide and Conquer, Searching Algorithms, Linked List, Array, Stacks and Queues, String Algorithms, Backtracking, Hashing, Recursion, Sorting Algorithms, Bit Manipulation","Number Theory, Calculus, Logic, Differential Equations, Data Structures, Graph Theory, Linear Algebra, Discrete Mathematics",PHP,1,4,4,100
Student506,Roll506,6.650467757379565,"Dynamic Programming, Tree Algorithms, Array","Complexity Analysis, Number Theory, Logic, Statistics, Algorithms, Calculus, Set Theory, Mathematics, Discrete Mathematics, Differential Equations","Python, C#, PHP",0,3,0,91
Student507,Roll507,9.64370873797537,"Linked List, Backtracking, Stacks and Queues, Greedy Algorithms, Dynamic Programming, Array, Hashing, Tree Algorithms, Sorting Algorithms, Searching Algorithms, Recursion, Divide and Conquer, Graph Algorithms","Probability, Differential Equations, Linear Algebra, Number Theory, Set Theory, Statistics, Algorithms, Data Structures, Discrete Mathematics, Complexity Analysis, Graph Theory, Calculus, Mathematics, Numerical Analysis","Kotlin, Ruby, Go, TypeScript",1,1,1,100
Student508,Roll508,9.290148971692677,"Searching Algorithms, Dynamic Programming, Bit Manipulation, Hashing, Recursion, Array, String Algorithms, Graph Algorithms, Greedy Algorithms, Linked List, Backtracking, Tree Algorithms, Stacks and Queues, Divide and Conquer, Sorting Algorithms","Probability, Numerical Analysis","TypeScript, Swift",0,1,2,100
Student509,Roll509,9.799199653167696,"Stacks and Queues, Array, Sorting Algorithms, Dynamic Programming, Linked List, Greedy Algorithms, Tree Algorithms, Recursion, Searching Algorithms, Backtracking, Bit Manipulation, Graph Algorithms, String Algorithms, Divide and Conquer, Hashing","Graph Theory, Linear Algebra, Numerical Analysis, Algorithms, Complexity Analysis, Discrete Mathematics, Probability","Ruby, Swift, Java",0,3,5,85
Student510,Roll510,8.90287803355344,"Recursion, Graph Algorithms, Backtracking, Hashing, Stacks and Queues, Tree Algorithms, Greedy Algorithms, Searching Algorithms, Divide and Conquer, String Algorithms","Data Structures, Number Theory, Probability, Graph Theory, Linear Algebra, Logic, Differential Equations, Statistics, Mathematics, Numerical Analysis, Algorithms, Set Theory","Python, Rust",1,0,0,100
Student511,Roll511,8.45366078374316,"Backtracking, Hashing, Bit Manipulation, Divide and Conquer, Dynamic Programming, Graph Algorithms",Mathematics,Python,1,1,7,91
Student512,Roll512,7.6729721451624755,"Hashing, Dynamic Programming, Array, Searching Algorithms, Tree Algorithms","Discrete Mathematics, Mathematics, Numerical Analysis, Logic, Complexity Analysis, Number Theory, Statistics",Python,1,3,1,83
Student513,Roll513,9.730913933416053,"Recursion, Linked List, Hashing","Number Theory, Statistics, Logic, Numerical Analysis, Differential Equations, Graph Theory","Swift, Kotlin, Ruby, C#, Go",0,1,4,91
Student514,Roll514,9.464255558001634,"Searching Algorithms, Greedy Algorithms, Dynamic Programming, Divide and Conquer, Tree Algorithms","Mathematics, Probability","Rust, PHP",1,4,7,97
Student515,Roll515,6.180874680424758,"Greedy Algorithms, Graph Algorithms, Dynamic Programming, Tree Algorithms, Searching Algorithms, Divide and Conquer, Stacks and Queues, Linked List, Sorting Algorithms, Hashing, Bit Manipulation, Recursion, Backtracking","Algorithms, Differential Equations, Probability, Data Structures, Discrete Mathematics, Logic, Statistics, Number Theory","JavaScript, Java, TypeScript, Kotlin, Ruby",1,1,4,52
Student516,Roll516,6.1054678979890085,"Divide and Conquer, Recursion","Calculus, Logic, Graph Theory, Statistics, Differential Equations, Complexity Analysis, Algorithms, Number Theory, Numerical Analysis, Probability, Linear Algebra, Mathematics, Discrete Mathematics, Set Theory, Data Structures","C#, Swift",1,4,7,36
Student517,Roll517,7.505853467512198,"Dynamic Programming, Stacks and Queues, Hashing, Bit Manipulation, Divide and Conquer, Backtracking","Statistics, Numerical Analysis, Algorithms, Number Theory, Calculus, Data Structures, Mathematics, Complexity Analysis, Probability","TypeScript, Python",1,4,5,45
Student518,Roll518,9.24221332312733,"Array, Dynamic Programming","Graph Theory, Discrete Mathematics, Numerical Analysis, Data Structures, Probability, Differential Equations, Number Theory, Mathematics, Logic, Linear Algebra, Set Theory, Statistics, Algorithms, Calculus, Complexity Analysis","Rust, C++, Swift, Kotlin, JavaScript",0,1,6,45
Student519,Roll519,9.949104517259778,Stacks and Queues,"Data Structures, Statistics","C#, Go, C++, Python",1,1,7,100
Student520,Roll520,6.601667564414113,"Array, Backtracking, Greedy Algorithms, String Algorithms, Dynamic Programming, Hashing, Graph Algorithms, Linked List, Tree Algorithms, Recursion, Searching Algorithms, Bit Manipulation","Algorithms, Data Structures, Mathematics, Set Theory","Swift, Rust, Go",0,4,2,43
Student521,Roll521,8.37652286140854,"Dynamic Programming, Linked List, String Algorithms, Tree Algorithms, Divide and Conquer, Sorting Algorithms, Recursion, Greedy Algorithms, Array, Searching Algorithms, Backtracking, Bit Manipulation, Hashing, Graph Algorithms",Complexity Analysis,Ruby,0,1,4,100
Student522,Roll522,7.5235634265240865,"Greedy Algorithms, Dynamic Programming, Linked List, Bit Manipulation, String Algorithms, Sorting Algorithms, Hashing, Recursion",Mathematics,"PHP, TypeScript, Rust, Go",1,0,9,26
Student523,Roll523,9.879657591258413,"Sorting Algorithms, Graph Algorithms, Stacks and Queues, Recursion, Bit Manipulation","Statistics, Logic, Calculus, Algorithms, Number Theory, Numerical Analysis, Graph Theory","Go, Rust, C++",1,2,6,76
Student524,Roll524,9.368475692542834,"Recursion, Bit Manipulation, Stacks and Queues, Array, Tree Algorithms, Linked List, Searching Algorithms, Hashing, Divide and Conquer, Sorting Algorithms, String Algorithms","Graph Theory, Numerical Analysis, Linear Algebra, Set Theory, Discrete Mathematics, Complexity Analysis, Probability, Calculus","TypeScript, Java, Kotlin",0,2,8,100
Student525,Roll525,9.353314818844552,"Bit Manipulation, Backtracking, Searching Algorithms, Dynamic Programming, Divide and Conquer","Mathematics, Linear Algebra, Statistics, Logic, Algorithms, Calculus, Differential Equations, Complexity Analysis, Graph Theory","JavaScript, Go",1,3,5,100
Student526,Roll526,7.874772639179881,"Hashing, Backtracking, Dynamic Programming, Array, Bit Manipulation, Stacks and Queues, Tree Algorithms","Discrete Mathematics, Graph Theory, Probability, Number Theory, Data Structures, Complexity Analysis, Logic","JavaScript, Go, Python",0,2,9,69
Student527,Roll527,7.659278009350661,"String Algorithms, Bit Manipulation, Graph Algorithms, Tree Algorithms, Greedy Algorithms, Recursion, Backtracking, Array, Linked List, Searching Algorithms, Sorting Algorithms, Divide and Conquer, Hashing","Discrete Mathematics, Graph Theory, Complexity Analysis, Statistics, Data Structures, Number Theory, Set Theory, Logic, Numerical Analysis, Linear Algebra, Calculus",C++,0,0,0,45
Student528,Roll528,7.093628287722825,Greedy Algorithms,"Differential Equations, Probability, Numerical Analysis, Number Theory, Mathematics","Ruby, C#",1,2,7,29
Student529,Roll529,6.2255019866037085,"String Algorithms, Stacks and Queues, Divide and Conquer, Backtracking, Sorting Algorithms, Array, Recursion, Greedy Algorithms, Linked List, Dynamic Programming, Tree Algorithms, Bit Manipulation, Graph Algorithms","Calculus, Discrete Mathematics, Data Structures, Statistics, Graph Theory, Logic, Number Theory, Differential Equations, Algorithms, Linear Algebra",Rust,1,2,5,100
Student530,Roll530,9.458889505020213,"Array, Hashing, Graph Algorithms, Dynamic Programming, Tree Algorithms, Bit Manipulation, Sorting Algorithms, Recursion, Linked List, Greedy Algorithms, Searching Algorithms, String Algorithms","Statistics, Probability, Algorithms, Data Structures, Graph Theory, Differential Equations, Number Theory, Numerical Analysis, Set Theory, Complexity Analysis","Java, Kotlin",1,0,0,100
Student531,Roll531,9.25160403652031,"Graph Algorithms, Bit Manipulation","Statistics, Number Theory, Algorithms, Set Theory, Calculus, Differential Equations, Logic, Graph Theory, Data Structures, Probability, Mathematics, Discrete Mathematics","Ruby, C#, JavaScript",0,4,3,98
Student532,Roll532,9.998870693144521,"Dynamic Programming, Stacks and Queues, Bit Manipulation, Divide and Conquer, Hashing, Greedy Algorithms, Linked List","Statistics, Logic, Calculus, Probability, Linear Algebra, Numerical Analysis, Complexity Analysis, Number Theory, Differential Equations, Discrete Mathematics, Algorithms, Set Theory, Graph Theory","JavaScript, Ruby, TypeScript",0,2,5,53
Student533,Roll533,9.986547348295622,"Recursion, Bit Manipulation, Searching Algorithms, Divide and Conquer, Array, Backtracking, Hashing, Linked List, Sorting Algorithms, Greedy Algorithms, String Algorithms, Tree Algorithms, Graph Algorithms, Dynamic Programming","Linear Algebra, Mathematics, Discrete Mathematics, Calculus, Data Structures, Probability, Logic, Complexity Analysis","C#, TypeScript, Rust",1,3,9,100
Student534,Roll534,8.22172682241051,String Algorithms,"Statistics, Number Theory, Mathematics",Rust,1,2,0,21
Student535,Roll535,9.075949660722042,"Divide and Conquer, Greedy Algorithms, Bit Manipulation, Stacks and Queues, Searching Algorithms, Dynamic Programming, Hashing, Sorting Algorithms","Graph Theory, Calculus, Differential Equations, Algorithms, Logic, Numerical Analysis, Number Theory, Probability, Linear Algebra, Data Structures","Rust, Swift, Kotlin",0,2,9,100
Student536,Roll536,9.779062919529713,"Graph Algorithms, Bit Manipulation, Linked List, String Algorithms, Tree Algorithms, Backtracking, Recursion, Sorting Algorithms, Stacks and Queues, Divide and Conquer, Greedy Algorithms","Set Theory, Algorithms, Data Structures, Complexity Analysis, Probability","PHP, C++, Go",0,0,4,100
Student537,Roll537,9.398589562709645,"Dynamic Programming, Graph Algorithms, Searching Algorithms, Linked List","Complexity Analysis, Calculus, Number Theory","PHP, Ruby",1,0,2,100
Student538,Roll538,6.98939240697279,"Divide and Conquer, Searching Algorithms, Bit Manipulation, Graph Algorithms, Tree Algorithms, Sorting Algorithms","Complexity Analysis, Differential Equations, Numerical Analysis, Linear Algebra, Probability, Discrete Mathematics, Graph Theory, Calculus",C++,0,3,6,29
Student539,Roll539,7.8021765412403745,"Array, Hashing, String Algorithms, Divide and Conquer, Bit Manipulation, Greedy Algorithms, Graph Algorithms, Recursion, Searching Algorithms","Numerical Analysis, Differential Equations, Linear Algebra","C++, C#",1,1,7,21
Student540,Roll540,6.51663766060598,"Sorting Algorithms, Divide and Conquer, Tree Algorithms, Greedy Algorithms, Searching Algorithms","Calculus, Numerical Analysis","Kotlin, JavaScript, Java, Go, Python",0,0,2,86
Student541,Roll541,9.816204109034889,"Hashing, Array, Graph Algorithms, Divide and Conquer, Bit Manipulation","Calculus, Linear Algebra, Number Theory, Numerical Analysis","Swift, TypeScript, Kotlin",1,1,9,87
Student542,Roll542,8.42469853780352,"Array, Divide and Conquer, Dynamic Programming, Searching Algorithms, Backtracking, Hashing, String Algorithms, Recursion, Tree Algorithms, Stacks and Queues","Set Theory, Linear Algebra, Statistics, Data Structures, Mathematics",C++,1,3,2,61
Student543,Roll543,6.914571222013851,"Greedy Algorithms, Divide and Conquer, Sorting Algorithms","Statistics, Algorithms, Number Theory",Swift,0,2,2,50
Student544,Roll544,8.686802737623427,"Searching Algorithms, Divide and Conquer, Array, Backtracking, Recursion, Linked List, Greedy Algorithms, Stacks and Queues, String Algorithms, Sorting Algorithms, Dynamic Programming, Bit Manipulation, Tree Algorithms, Hashing, Graph Algorithms","Number Theory, Set Theory, Algorithms, Calculus","Python, C#, Ruby, TypeScript",0,2,5,100
Student545,Roll545,8.472512961831583,"Hashing, Dynamic Programming, Linked List","Logic, Numerical Analysis, Number Theory, Algorithms, Mathematics","TypeScript, Rust, PHP, Ruby",1,1,5,31
Student546,Roll546,7.4326508721313616,"Divide and Conquer, Searching Algorithms, Greedy Algorithms, Backtracking, Stacks and Queues, Hashing","Complexity Analysis, Discrete Mathematics, Number Theory, Data Structures, Logic, Numerical Analysis, Mathematics, Statistics, Linear Algebra, Set Theory, Graph Theory, Probability, Differential Equations, Algorithms",Go,1,3,2,33
Student547,Roll547,6.454230368798516,"Array, Searching Algorithms, Dynamic Programming, String Algorithms, Recursion, Backtracking, Bit Manipulation, Tree Algorithms, Stacks and Queues, Sorting Algorithms, Linked List, Divide and Conquer, Greedy Algorithms, Graph Algorithms","Number Theory, Discrete Mathematics","Ruby, C#",1,3,5,49
Student548,Roll548,8.686292782371199,Backtracking,"Number Theory, Differential Equations, Statistics, Calculus, Mathematics, Numerical Analysis, Logic, Complexity Analysis, Graph Theory, Algorithms, Linear Algebra, Discrete Mathematics, Set Theory",Rust,1,0,8,79
Student549,Roll549,8.081230803615174,"Dynamic Programming, String Algorithms, Graph Algorithms, Array","Differential Equations, Graph Theory, Number Theory, Logic, Set Theory, Mathematics, Statistics, Probability, Algorithms, Discrete Mathematics, Calculus, Data Structures, Linear Algebra",Go,0,1,7,100
